attendance,purchase_rate,customers,purchase_amount,revenue,profit
178,0.492835,85,5.70,484.09,234.09
154,0.696311,108,3.02,325.64,75.64
84,0.550972,56,3.22,180.31,-69.69
131,0.301536,50,7.13,356.51,106.51
141,0.540635,74,6.92,511.78,261.78
117,0.364800,46,7.49,344.36,94.36
137,0.424427,64,5.28,337.94,87.94
143,0.489329,70,4.05,283.75,33.75
149,0.407045,62,3.84,238.37,-11.63
180,0.311749,52,7.38,383.75,133.75
87,0.410661,32,4.61,147.66,-102.34
109,0.610378,65,4.95,321.58,71.58
132,0.507333,66,4.03,266.01,16.01
141,0.493563,68,5.94,403.94,153.94
175,0.685421,118,4.02,474.83,224.83
134,0.692129,88,5.34,470.18,220.18
139,0.513559,64,3.66,234.10,-15.90
133,0.603894,74,4.74,350.74,100.74
180,0.591909,118,5.54,654.12,404.12
168,0.447460,76,7.66,581.80,331.80
157,0.309026,48,3.60,172.92,-77.08
115,0.366677,33,7.09,234.07,-15.93
160,0.424822,75,3.70,277.57,27.57
145,0.530910,79,3.36,265.53,15.53
127,0.336913,46,3.40,156.57,-93.43
117,0.313677,36,3.82,137.49,-112.51
172,0.687429,116,6.62,767.65,517.65
151,0.408068,58,7.48,433.58,183.58
140,0.681277,93,4.49,417.11,167.11
153,0.645436,107,6.96,745.13,495.13
125,0.577399,87,5.50,478.15,228.15
178,0.572770,101,6.53,659.40,409.40
85,0.392894,32,4.17,133.44,-116.56
99,0.470010,49,6.22,304.69,54.69
128,0.306097,39,5.91,230.53,-19.47
89,0.550889,46,3.61,165.83,-84.17
141,0.350958,42,4.31,181.00,-69.00
138,0.499599,75,7.92,594.26,344.26
145,0.550176,83,3.03,251.68,1.68
100,0.380817,36,4.49,161.51,-88.49
133,0.554816,78,4.68,364.79,114.79
109,0.367909,50,5.86,292.87,42.87
130,0.601225,80,6.72,537.50,287.50
158,0.547610,77,5.53,425.94,175.94
133,0.457265,71,4.61,327.06,77.06
108,0.665433,72,4.39,316.37,66.37
179,0.307843,58,5.05,292.69,42.69
127,0.315694,38,7.88,299.34,49.34
141,0.362204,49,6.56,321.60,71.60
87,0.405173,35,3.82,133.62,-116.38
105,0.377507,42,6.42,269.74,19.74
165,0.359530,56,5.91,331.18,81.18
123,0.692807,83,4.82,399.98,149.98
146,0.398781,55,5.11,280.86,30.86
111,0.378833,42,3.73,156.76,-93.24
141,0.666157,95,5.34,507.36,257.36
129,0.422853,58,5.20,301.63,51.63
89,0.356756,14,5.31,74.31,-175.69
131,0.632123,73,7.69,561.66,311.66
95,0.452661,41,3.80,155.93,-94.07
80,0.543701,40,4.93,197.33,-52.67
136,0.594265,76,6.73,511.57,261.57
130,0.590027,77,6.52,501.97,251.97
133,0.662016,91,7.20,654.84,404.84
137,0.495339,50,6.93,346.74,96.74
114,0.588324,62,5.60,347.39,97.39
88,0.621683,55,3.31,182.02,-67.98
111,0.370730,46,5.22,240.04,-9.96
161,0.643235,100,4.37,436.89,186.89
155,0.596354,84,4.77,400.64,150.64
125,0.504202,57,4.47,254.73,4.73
138,0.640319,97,5.34,518.44,268.44
112,0.590605,67,5.57,372.94,122.94
102,0.489767,49,4.82,236.36,-13.64
144,0.632840,82,7.94,651.15,401.15
97,0.303475,23,4.38,100.73,-149.27
177,0.525054,91,3.52,320.15,70.15
173,0.503973,93,3.78,351.51,101.51
132,0.642718,86,7.59,653.03,403.03
179,0.493824,94,4.76,447.08,197.08
151,0.538819,90,7.35,661.39,411.39
155,0.558863,76,3.10,235.75,-14.25
136,0.483152,68,4.38,297.86,47.86
160,0.347155,68,3.98,270.67,20.67
155,0.476950,67,5.36,359.24,109.24
174,0.318993,54,7.65,413.25,163.25
142,0.566557,70,3.84,269.00,19.00
108,0.699342,75,3.59,269.42,19.42
125,0.346242,51,7.00,357.02,107.02
180,0.399501,73,3.01,219.63,-30.37
126,0.627305,82,7.00,573.68,323.68
136,0.532047,79,4.01,317.18,67.18
178,0.535486,97,5.42,525.81,275.81
140,0.676865,103,5.90,608.07,358.07
111,0.322686,28,6.91,193.49,-56.51
174,0.461474,85,6.54,555.62,305.62
108,0.380825,48,4.85,232.93,-17.07
159,0.643746,103,5.80,596.90,346.90
126,0.524243,69,6.26,432.06,182.06
88,0.680020,64,5.99,383.64,133.64
135,0.403927,54,5.35,288.76,38.76
89,0.432793,45,4.51,202.74,-47.26
157,0.566158,93,7.69,715.39,465.39
95,0.470820,43,4.41,189.62,-60.38
130,0.339423,50,4.05,202.48,-47.52
155,0.374425,54,6.82,368.18,118.18
121,0.630555,77,6.86,527.92,277.92
161,0.565106,100,5.43,543.24,293.24
100,0.662061,60,3.02,181.08,-68.92
105,0.445941,45,6.47,291.18,41.18
84,0.497292,45,6.32,284.35,34.35
132,0.498869,69,7.04,485.62,235.62
160,0.538860,88,5.63,495.02,245.02
171,0.591062,97,7.60,736.89,486.89
164,0.411879,65,7.51,488.05,238.05
168,0.372114,53,5.54,293.60,43.60
154,0.369337,56,3.87,216.55,-33.45
141,0.480930,71,4.20,297.87,47.87
115,0.376914,52,6.68,347.26,97.26
127,0.370375,44,3.73,163.94,-86.06
88,0.441853,37,6.67,246.67,-3.33
134,0.565288,83,5.86,486.77,236.77
86,0.589675,51,6.67,340.26,90.26
81,0.306449,25,4.67,116.79,-133.21
180,0.367781,74,5.69,420.89,170.89
180,0.470258,84,3.71,311.98,61.98
106,0.616065,55,3.07,168.98,-81.02
104,0.616366,73,7.54,550.40,300.40
134,0.525402,77,4.06,312.43,62.43
123,0.614342,70,3.16,221.15,-28.85
162,0.547506,88,5.90,519.10,269.10
112,0.590872,68,3.83,260.64,10.64
176,0.457488,95,6.32,599.94,349.94
152,0.400562,70,7.99,559.56,309.56
114,0.342979,37,7.03,260.28,10.28
134,0.473424,63,4.37,275.60,25.60
156,0.533911,72,3.90,280.44,30.44
174,0.441195,80,6.40,512.19,262.19
161,0.643382,120,5.45,654.32,404.32
80,0.639152,57,3.71,211.66,-38.34
88,0.366618,32,3.79,121.42,-128.58
178,0.531425,89,3.01,267.53,17.53
83,0.695994,63,6.54,411.81,161.81
133,0.591364,69,5.62,387.79,137.79
141,0.485276,70,7.05,493.34,243.34
156,0.663432,105,6.52,684.71,434.71
102,0.694964,70,3.51,245.82,-4.18
145,0.405018,54,4.55,245.53,-4.47
135,0.616234,88,5.40,475.37,225.37
101,0.591114,60,5.29,317.28,67.28
100,0.424342,42,7.76,326.06,76.06
115,0.688322,82,3.44,281.75,31.75
112,0.486915,57,5.56,317.04,67.04
142,0.404192,53,7.14,378.55,128.55
166,0.311160,42,6.88,289.15,39.15
136,0.522609,68,7.69,522.84,272.84
175,0.461827,77,5.92,455.57,205.57
96,0.598177,53,6.00,318.09,68.09
109,0.344333,35,5.15,180.21,-69.79
86,0.651967,64,5.81,372.09,122.09
93,0.327189,29,7.04,204.17,-45.83
151,0.485660,76,6.12,464.94,214.94
122,0.685886,90,5.08,457.47,207.47
141,0.539883,76,4.60,349.97,99.97
88,0.373142,30,7.58,227.49,-22.51
151,0.416950,64,5.65,361.83,111.83
120,0.358314,47,7.13,335.31,85.31
114,0.493432,50,6.89,344.34,94.34
121,0.612024,76,4.86,369.37,119.37
101,0.305805,30,6.48,194.41,-55.59
156,0.469120,74,7.15,528.80,278.80
124,0.487688,63,7.98,503.04,253.04
104,0.591586,65,3.83,249.16,-0.84
157,0.448948,83,4.71,391.18,141.18
85,0.537265,42,7.99,335.54,85.54
128,0.339294,38,4.06,154.21,-95.79
170,0.677182,127,6.35,806.16,556.16
147,0.438682,70,3.77,264.01,14.01
99,0.392987,43,6.06,260.72,10.72
138,0.390493,41,4.98,204.13,-45.87
95,0.448335,46,5.86,269.34,19.34
134,0.601131,76,7.07,537.62,287.62
100,0.371668,40,5.16,206.42,-43.58
159,0.626089,96,3.04,291.96,41.96
134,0.447927,60,5.69,341.58,91.58
135,0.629189,95,3.70,351.52,101.52
125,0.476834,65,5.22,339.37,89.37
106,0.371325,33,5.11,168.64,-81.36
141,0.504846,61,3.12,190.02,-59.98
102,0.529137,54,5.68,306.65,56.65
120,0.303323,45,7.86,353.62,103.62
135,0.359583,47,4.36,205.00,-45.00
145,0.480531,79,4.94,390.42,140.42
176,0.498202,100,4.68,467.91,217.91
147,0.587021,89,5.19,462.33,212.33
142,0.397807,63,5.28,332.69,82.69
128,0.329737,50,7.84,391.89,141.89
174,0.668477,112,5.01,560.97,310.97
128,0.345588,54,5.69,307.20,57.20
130,0.579001,74,3.83,283.36,33.36
134,0.674179,97,4.55,441.17,191.17
114,0.495193,59,7.26,428.31,178.31
176,0.589690,99,7.15,707.77,457.77
133,0.374097,44,7.93,348.84,98.84
81,0.588838,40,3.85,153.87,-96.13
137,0.469826,69,7.36,507.94,257.94
137,0.345597,51,5.33,272.06,22.06
111,0.549973,67,6.91,463.24,213.24
80,0.608395,51,7.24,369.02,119.02
100,0.307202,38,3.94,149.89,-100.11
92,0.328756,31,3.11,96.52,-153.48
118,0.581940,69,5.22,360.31,110.31
86,0.411220,34,7.85,267.04,17.04
117,0.559025,72,5.19,374.03,124.03
171,0.543838,86,3.49,300.46,50.46
90,0.569462,54,3.26,175.96,-74.04
151,0.371396,68,3.08,209.53,-40.47
128,0.319889,50,4.51,225.60,-24.40
131,0.432834,54,3.36,181.24,-68.76
129,0.478714,66,6.22,410.24,160.24
113,0.676545,80,4.87,389.90,139.90
126,0.508424,66,7.35,485.29,235.29
148,0.498639,71,3.92,278.29,28.29
150,0.452367,50,6.13,306.53,56.53
174,0.465824,74,7.39,546.75,296.75
88,0.361990,28,6.05,169.36,-80.64
153,0.570856,87,4.97,432.72,182.72
139,0.303293,43,6.74,289.87,39.87
109,0.420143,39,5.00,194.87,-55.13
178,0.604676,119,7.24,861.79,611.79
146,0.619508,89,5.58,496.24,246.24
114,0.362770,36,3.26,117.46,-132.54
84,0.561201,48,6.93,332.47,82.47
155,0.661940,98,6.45,632.15,382.15
157,0.558323,82,4.64,380.83,130.83
128,0.597321,80,6.40,512.10,262.10
131,0.526125,79,5.14,406.20,156.20
144,0.549937,82,5.44,446.15,196.15
124,0.402439,54,6.22,335.68,85.68
141,0.672416,90,7.94,714.94,464.94
99,0.420936,44,4.49,197.69,-52.31
120,0.341228,34,7.45,253.20,3.20
167,0.440987,77,4.85,373.28,123.28
112,0.616066,70,7.06,494.01,244.01
124,0.315474,40,5.93,237.25,-12.75
93,0.339406,32,6.26,200.25,-49.75
144,0.635601,100,5.34,533.59,283.59
111,0.454656,53,6.08,322.20,72.20
144,0.363868,50,3.69,184.33,-65.67
101,0.663347,68,7.42,504.60,254.60
140,0.452262,60,3.84,230.30,-19.70
81,0.369594,28,4.19,117.19,-132.81
160,0.375330,55,5.91,324.99,74.99
101,0.460044,49,7.05,345.60,95.60
167,0.430603,81,4.81,389.55,139.55
114,0.656518,85,5.32,452.15,202.15
134,0.617392,81,3.05,247.30,-2.70
86,0.489768,47,4.26,200.34,-49.66
125,0.386223,57,4.23,240.87,-9.13
84,0.362115,31,5.96,184.81,-65.19
136,0.616460,80,5.32,425.54,175.54
162,0.633906,111,4.91,545.34,295.34
110,0.627138,70,4.38,306.94,56.94
155,0.557427,74,4.42,327.44,77.44
153,0.535557,80,5.68,454.70,204.70
121,0.547264,72,5.57,400.77,150.77
165,0.431078,78,6.88,536.93,286.93
96,0.629181,62,7.39,458.35,208.35
179,0.597248,119,7.58,902.56,652.56
111,0.492698,50,7.15,357.32,107.32
143,0.660246,105,3.29,345.06,95.06
156,0.416989,66,6.30,415.60,165.60
154,0.449711,68,3.36,228.16,-21.84
110,0.319880,28,4.45,124.71,-125.29
129,0.498243,74,4.99,369.20,119.20
120,0.564783,61,4.91,299.34,49.34
175,0.433669,65,4.09,265.90,15.90
141,0.649149,99,7.83,775.22,525.22
139,0.478723,72,4.71,338.78,88.78
88,0.439730,44,7.80,343.17,93.17
169,0.617521,109,6.47,705.12,455.12
178,0.444965,81,6.43,520.70,270.70
157,0.647776,105,4.37,458.95,208.95
124,0.442507,47,3.06,143.72,-106.28
161,0.581929,90,6.89,620.29,370.29
104,0.680911,71,4.90,347.79,97.79
148,0.463000,76,6.71,510.08,260.08
141,0.403777,59,5.40,318.63,68.63
149,0.412153,60,5.62,337.35,87.35
140,0.652549,97,4.25,412.41,162.41
87,0.662780,53,3.82,202.27,-47.73
127,0.492715,56,6.82,381.64,131.64
109,0.576134,63,5.26,331.34,81.34
121,0.570614,72,6.13,441.54,191.54
175,0.553995,114,7.48,852.90,602.90
107,0.544763,56,7.16,401.15,151.15
144,0.539588,70,6.87,481.00,231.00
143,0.692481,103,3.17,326.06,76.06
164,0.634809,102,6.80,694.03,444.03
80,0.691504,57,6.29,358.68,108.68
159,0.506077,86,4.39,377.71,127.71
165,0.485660,101,3.15,318.30,68.30
108,0.450291,53,4.10,217.15,-32.85
149,0.417437,62,3.70,229.19,-20.81
121,0.486561,54,5.06,273.34,23.34
147,0.575363,90,4.95,445.87,195.87
165,0.329721,50,6.98,348.99,98.99
119,0.567937,71,5.63,399.79,149.79
104,0.334433,42,3.24,136.16,-113.84
108,0.587886,69,7.12,491.01,241.01
145,0.431153,62,5.77,357.86,107.86
121,0.348193,34,7.89,268.11,18.11
141,0.329446,52,7.60,395.15,145.15
143,0.690302,99,3.04,300.59,50.59
180,0.406847,74,3.85,284.92,34.92
85,0.604063,63,7.78,490.02,240.02
120,0.418840,43,6.29,270.27,20.27
160,0.595151,91,4.16,378.95,128.95
135,0.405193,48,6.08,291.77,41.77
101,0.339649,41,7.58,310.89,60.89
118,0.408256,49,5.70,279.46,29.46
129,0.416599,55,6.37,350.23,100.23
178,0.506462,89,3.73,331.53,81.53
120,0.484369,63,7.62,479.80,229.80
83,0.605189,41,5.76,236.15,-13.85
107,0.563450,57,7.82,445.74,195.74
139,0.366340,49,4.08,199.87,-50.13
151,0.451671,59,4.45,262.81,12.81
174,0.556290,96,6.36,610.30,360.30
82,0.475648,44,4.17,183.31,-66.69
125,0.513799,69,6.41,442.09,192.09
172,0.636215,111,3.22,357.24,107.24
178,0.380133,64,5.70,365.00,115.00
138,0.581938,78,5.83,454.92,204.92
132,0.386481,58,5.33,308.90,58.90
139,0.341417,52,5.56,289.26,39.26
116,0.467525,57,5.30,301.85,51.85
88,0.434149,41,4.81,197.07,-52.93
82,0.320238,28,7.91,221.43,-28.57
94,0.495061,40,5.15,205.95,-44.05
140,0.484674,69,4.93,340.30,90.30
145,0.514035,73,5.26,383.68,133.68
122,0.461661,63,6.99,440.27,190.27
151,0.580277,82,4.56,373.72,123.72
157,0.471986,63,5.54,349.30,99.30
81,0.412211,32,3.28,104.94,-145.06
100,0.671494,63,5.81,366.29,116.29
152,0.684543,102,6.69,682.29,432.29
156,0.519750,75,3.66,274.86,24.86
104,0.361353,50,6.06,303.11,53.11
81,0.594798,51,6.40,326.38,76.38
142,0.310821,37,3.49,129.25,-120.75
125,0.564244,64,5.60,358.26,108.26
90,0.359724,37,6.16,227.77,-22.23
171,0.653814,114,6.28,715.96,465.96
177,0.444489,73,3.17,231.46,-18.54
112,0.648678,75,6.00,450.36,200.36
124,0.677853,84,7.76,651.97,401.97
144,0.331327,57,3.83,218.20,-31.80
99,0.645509,65,6.80,441.91,191.91
104,0.470432,53,3.59,190.14,-59.86
99,0.396825,38,7.94,301.90,51.90
164,0.338715,61,3.22,196.39,-53.61
135,0.641612,86,7.79,670.19,420.19
145,0.652591,89,5.06,449.93,199.93
143,0.593172,95,3.68,349.54,99.54
135,0.459990,62,6.72,416.39,166.39
124,0.560734,65,4.46,290.10,40.10
151,0.544074,84,6.96,584.90,334.90
122,0.438758,55,6.32,347.58,97.58
141,0.615848,82,3.21,262.97,12.97
175,0.606499,111,4.28,475.62,225.62
150,0.333932,53,7.75,410.89,160.89
81,0.421681,34,6.27,213.01,-36.99
179,0.518339,93,6.21,577.13,327.13
153,0.542285,91,5.26,478.57,228.57
116,0.488578,59,5.54,326.80,76.80
152,0.541843,88,7.88,693.38,443.38
178,0.587582,99,5.22,516.87,266.87
89,0.322076,33,4.48,147.97,-102.03
171,0.310973,57,5.59,318.59,68.59
98,0.438687,44,4.95,217.59,-32.41
106,0.485736,52,5.33,277.27,27.27
179,0.310056,47,5.09,239.16,-10.84
104,0.419967,42,5.93,249.05,-0.95
81,0.352903,28,5.32,148.83,-101.17
175,0.579610,103,7.74,796.91,546.91
163,0.643618,110,3.26,358.08,108.08
89,0.646549,56,6.34,354.87,104.87
172,0.552649,95,5.46,518.86,268.86
103,0.311078,34,5.28,179.44,-70.56
100,0.494213,59,6.84,403.51,153.51
114,0.594533,64,4.32,276.60,26.60
165,0.645102,106,4.51,477.87,227.87
119,0.395197,39,6.93,270.25,20.25
170,0.625605,114,5.81,662.85,412.85
156,0.402994,69,3.75,258.90,8.90
136,0.457707,71,6.32,448.88,198.88
104,0.484674,49,6.36,311.82,61.82
164,0.322152,64,5.81,372.01,122.01
146,0.492257,66,6.56,432.87,182.87
146,0.529005,79,4.57,360.69,110.69
151,0.501530,84,4.68,393.27,143.27
82,0.446652,36,7.10,255.77,5.77
153,0.687533,109,6.19,674.48,424.48
95,0.527708,49,3.99,195.55,-54.45
86,0.524049,45,3.23,145.21,-104.79
163,0.484001,89,7.79,693.75,443.75
86,0.603552,59,5.85,345.28,95.28
157,0.664317,101,4.96,500.84,250.84
111,0.483826,54,7.27,392.77,142.77
91,0.325025,27,4.21,113.69,-136.31
135,0.331378,57,6.00,341.90,91.90
165,0.655215,113,6.03,681.44,431.44
118,0.330611,30,3.21,96.33,-153.67
101,0.371323,31,5.55,172.05,-77.95
139,0.490903,64,6.79,434.51,184.51
175,0.684261,136,6.34,862.35,612.35
87,0.510435,44,4.24,186.40,-63.60
133,0.505509,69,6.57,453.22,203.22
98,0.400181,32,7.84,250.73,0.73
139,0.422201,58,7.13,413.63,163.63
96,0.689510,62,6.74,418.02,168.02
167,0.492136,75,3.68,276.19,26.19
163,0.529555,71,4.14,293.98,43.98
159,0.322313,49,6.79,332.57,82.57
113,0.418286,42,7.10,298.16,48.16
174,0.471950,80,6.45,515.62,265.62
148,0.479076,73,3.17,231.34,-18.66
176,0.464459,82,4.11,337.40,87.40
127,0.630544,84,4.65,390.32,140.32
116,0.357186,34,7.04,239.29,-10.71
160,0.535568,76,5.93,450.93,200.93
132,0.522888,59,7.36,434.23,184.23
145,0.694407,103,5.94,611.80,361.80
80,0.497032,35,6.72,235.09,-14.91
150,0.638109,100,5.02,502.11,252.11
140,0.447678,65,3.79,246.65,-3.35
116,0.450648,52,6.70,348.28,98.28
96,0.625217,61,3.29,200.87,-49.13
86,0.595194,49,6.59,322.77,72.77
93,0.561158,43,7.33,315.21,65.21
117,0.590206,77,5.33,410.45,160.45
142,0.562996,75,7.06,529.18,279.18
124,0.492413,65,6.03,391.82,141.82
108,0.305203,30,3.19,95.61,-154.39
132,0.504534,66,3.59,236.78,-13.22
179,0.603739,112,6.76,757.52,507.52
110,0.326676,40,7.57,302.94,52.94
173,0.601911,93,4.81,447.48,197.48
164,0.401809,56,6.27,351.10,101.10
110,0.336881,27,5.91,159.70,-90.30
119,0.382748,53,4.76,252.30,2.30
153,0.403957,73,4.80,350.06,100.06
127,0.331028,34,6.03,205.13,-44.87
94,0.374712,42,6.33,265.68,15.68
176,0.324789,49,6.15,301.13,51.13
117,0.656786,81,5.20,420.84,170.84
108,0.400159,47,6.50,305.41,55.41
91,0.414162,40,6.62,264.61,14.61
174,0.365431,49,4.18,205.05,-44.95
122,0.578633,77,4.86,374.08,124.08
104,0.429182,49,4.24,207.82,-42.18
172,0.567827,77,6.11,470.47,220.47
155,0.581251,83,6.28,521.20,271.20
166,0.451712,82,6.74,552.57,302.57
152,0.331554,57,5.22,297.40,47.40
138,0.488792,57,6.21,353.83,103.83
144,0.536477,76,4.07,309.57,59.57
97,0.587526,64,3.24,207.28,-42.72
89,0.676957,56,5.47,306.25,56.25
166,0.670781,119,3.50,416.02,166.02
169,0.465040,77,3.80,292.76,42.76
85,0.457117,36,4.84,174.33,-75.67
82,0.421057,35,5.17,181.02,-68.98
117,0.417291,48,5.28,253.51,3.51
136,0.579706,75,3.43,257.49,7.49
168,0.598764,101,4.00,403.87,153.87
137,0.346427,57,5.45,310.91,60.91
171,0.443559,77,6.67,513.73,263.73
164,0.623028,90,6.62,595.47,345.47
167,0.578571,92,4.98,457.83,207.83
84,0.370735,32,4.18,133.74,-116.26
128,0.502895,68,7.72,525.14,275.14
145,0.633400,90,4.36,392.75,142.75
180,0.611348,110,5.94,653.90,403.90
159,0.541945,86,7.60,653.97,403.97
141,0.473753,62,7.38,457.53,207.53
91,0.631981,52,6.44,334.66,84.66
134,0.340340,44,7.53,331.36,81.36
155,0.698099,102,4.30,438.71,188.71
121,0.615768,63,5.68,358.07,108.07
146,0.551987,87,3.77,328.29,78.29
130,0.382413,46,6.75,310.57,60.57
129,0.335811,43,5.15,221.32,-28.68
149,0.347792,44,5.24,230.66,-19.34
104,0.694191,67,5.73,384.18,134.18
139,0.456511,56,5.04,282.48,32.48
162,0.321589,60,6.99,419.50,169.50
146,0.690228,105,7.07,741.97,491.97
178,0.326888,70,6.78,474.27,224.27
169,0.655927,105,6.85,719.07,469.07
158,0.491822,81,7.82,633.36,383.36
87,0.596397,54,6.61,357.21,107.21
101,0.658036,68,5.15,350.39,100.39
173,0.585606,99,3.76,371.91,121.91
130,0.620875,82,5.92,485.24,235.24
157,0.609201,104,4.36,453.22,203.22
148,0.554334,79,4.30,339.45,89.45
86,0.405440,38,7.59,288.23,38.23
88,0.493411,49,4.48,219.55,-30.45
103,0.516662,57,6.42,365.90,115.90
82,0.556736,45,7.34,330.31,80.31
160,0.455013,74,3.10,229.50,-20.50
124,0.490133,59,7.29,430.07,180.07
173,0.457282,73,3.57,260.43,10.43
168,0.582594,99,3.64,360.11,110.11
110,0.567250,60,5.31,318.75,68.75
80,0.672664,55,5.92,325.35,75.35
140,0.393928,62,3.74,232.12,-17.88
162,0.690863,118,5.20,614.03,364.03
142,0.526299,63,4.14,260.88,10.88
98,0.413777,40,4.71,188.23,-61.77
121,0.593887,79,3.48,274.86,24.86
113,0.408389,43,6.69,287.48,37.48
157,0.545648,87,7.23,628.65,378.65
85,0.591328,44,6.82,300.13,50.13
138,0.600649,87,4.66,405.56,155.56
154,0.461712,74,5.66,419.13,169.13
122,0.622551,65,5.78,375.66,125.66
82,0.421751,31,5.62,174.09,-75.91
156,0.343085,64,4.68,299.51,49.51
113,0.385673,35,6.38,223.24,-26.76
84,0.519698,41,7.77,318.55,68.55
82,0.527062,50,4.30,215.12,-34.88
145,0.344447,39,3.02,117.96,-132.04
137,0.320648,41,4.83,198.23,-51.77
175,0.680809,119,5.86,697.15,447.15
171,0.639922,102,4.36,444.44,194.44
153,0.306497,49,3.82,186.94,-63.06
82,0.522447,36,3.27,117.82,-132.18
168,0.598444,102,7.22,736.26,486.26
91,0.604281,46,3.09,142.13,-107.87
177,0.677926,122,4.16,507.19,257.19
175,0.600599,104,5.23,543.75,293.75
134,0.367039,53,6.72,356.35,106.35
139,0.360728,59,6.06,357.28,107.28
126,0.542085,65,3.55,230.81,-19.19
174,0.643375,115,6.38,733.46,483.46
144,0.454511,71,4.58,325.08,75.08
93,0.441111,47,3.26,153.33,-96.67
126,0.572809,69,7.95,548.84,298.84
137,0.651661,90,3.03,272.66,22.66
84,0.323708,28,5.93,166.11,-83.89
146,0.677325,91,4.12,374.98,124.98
117,0.331961,45,3.08,138.67,-111.33
115,0.477055,56,5.14,287.98,37.98
122,0.400823,46,6.86,315.47,65.47
147,0.529891,79,4.76,375.84,125.84
114,0.460490,63,5.79,364.88,114.88
115,0.504980,63,7.64,481.44,231.44
114,0.527896,63,5.08,320.18,70.18
109,0.383650,42,7.90,331.77,81.77
166,0.473613,90,6.89,620.28,370.28
159,0.657669,106,3.63,385.00,135.00
134,0.617862,86,5.04,433.71,183.71
116,0.476242,59,7.36,434.32,184.32
137,0.494033,64,4.04,258.74,8.74
91,0.343383,34,6.66,226.34,-23.66
124,0.686971,84,5.39,452.66,202.66
161,0.688286,103,6.36,654.64,404.64
156,0.413427,69,7.78,537.09,287.09
128,0.504848,60,5.49,329.66,79.66
123,0.421582,48,5.06,242.75,-7.25
119,0.413841,46,3.78,173.81,-76.19
155,0.363934,61,3.67,224.00,-26.00
171,0.506435,87,4.97,432.43,182.43
164,0.379726,66,7.11,469.24,219.24
103,0.388523,35,7.41,259.24,9.24
166,0.416296,75,5.91,442.96,192.96
109,0.326383,39,3.78,147.38,-102.62
129,0.567416,74,6.70,495.60,245.60
142,0.541242,74,5.82,430.84,180.84
90,0.432276,45,4.63,208.34,-41.66
99,0.348695,41,3.21,131.55,-118.45
107,0.394060,50,5.56,277.79,27.79
82,0.370795,22,5.16,113.59,-136.41
146,0.394147,65,3.38,219.39,-30.61
121,0.640237,79,5.32,420.38,170.38
111,0.406295,38,5.34,202.97,-47.03
116,0.358439,35,7.04,246.24,-3.76
86,0.557844,47,4.35,204.46,-45.54
141,0.624147,90,4.81,432.80,182.80
115,0.332541,32,4.80,153.69,-96.31
172,0.563724,85,5.98,508.62,258.62
149,0.373212,60,7.02,421.17,171.17
130,0.684939,82,3.36,275.72,25.72
178,0.519683,96,6.03,578.41,328.41
107,0.599347,54,4.80,259.03,9.03
161,0.367782,50,3.14,157.09,-92.91
95,0.324568,34,3.99,135.80,-114.20
99,0.556075,52,3.57,185.64,-64.36
100,0.529705,52,5.27,274.08,24.08
164,0.680328,115,6.38,733.67,483.67
119,0.483153,56,4.10,229.79,-20.21
141,0.523069,68,5.37,365.05,115.05
87,0.389415,32,3.46,110.76,-139.24
121,0.665419,73,5.79,423.03,173.03
